"RCP_SEQ","RCP_NM","VEGE_CLASS_SEQ","RCP_WAY2","RCP_PAT2","INFO_EMISSIONS","INFO_ENG","INFO_CAR","INFO_PRO","INFO_FAT","INFO_NA","HASH_TAG","ATT_FILE_NO_MAIN","ATT_FILE_NO_MK","RCP_PARTS_DTLS","MANUAL01","MANUAL02","MANUAL03","MANUAL04","MANUAL05","MANUAL06","MANUAL07","MANUAL08","MANUAL09","MANUAL10"
"1198","무밥","6","끓이기","","1203.00","266.00","56.30","7.30","1.30","554.22","","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/8fd98f849bb7754ae93510f83c885347.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/8fd98f849bb7754ae93510f83c885347.jpg","채썬무 100g , 쌀 300g , 다시마 1조각 , 양념 : 물 2컵 , 간장 3큰술 , 국간장 10g , 다진파 10g , 고춧가루 0.8큰술 , 참기름 0.5큰술 , 깨소금 10g"," 1 쌀2컵을 준비해주세요. 2 쌀은 깨끗히 씻은뒤 30분불립니다. 딱 30분정도만 불려주세요. 그리고 체에받쳐 물 을 쫘악 빼주세요. 3 무는 채썰어 3줌정도 밥솥에 넣어주고, 4 불린쌀을 넣고 물2컵넣고 다시마 한조각넣고 밥을 합니다. 무에서 수분이 나오니까 일반밥보다 물을좀 적게 넣어야된답니다. 5 밥이 되는동안 양념장을 맛나게 만들어주세요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1199","보리밥","3","끓이기","","513.00","321.00","73.50","5.80","0.50","447.85","","https://recipe1.ezmember.co.kr/cache/recipe/2018/01/25/bb2a4cc2e3cb1d54c08263c052b0dae71.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2018/01/25/bb2a4cc2e3cb1d54c08263c052b0dae71.jpg","된장 90g , 고추장 15g , 멸치가루 45g , 애호박 90g , 표고버섯 5개 , 양파 60g , 풋고추 68g , 홍고추 18g , 양념 : 다진파 4큰술 , 다진마늘 2큰술 , 설탕 10g , 쌀뜨물 3컵 , 참기름 2큰술 ,  멥쌀2컵, 찰보리쌀3컵"," 1 밀가루 30g, 부침가루 30g, 카레가루 1/40g, 고추가루 1/40g 두번 넣고 섞어주세요, 2 여기에 달걀 2개를 곱게 풀어줍니다 통깨 0.5g 도 넣고 섞어주세요, 3 호박,양파,버섯,고추는 잘게 자른다. 4 냄비에 참기름을 두르고 채소를 넣어 볶는다. 5 된장,고추장을 넣어 볶아주고, 6 멸치가루를 넣어 고루 섞는다. 7 설탕을 넣어 섞고, 8 쌀뜨물을 넣어 끓인다. 9 국물이 자작해질때까지 중불에서 끓이다가 다진파와 마늘을 넣어주고, 10 통깨 뿌려 섞고 불을 끈다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1200","볶음밥","3","볶기","","1198.50","640.00","118.90","19.50","9.70","743.58","","https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/668f91a6ae16ed85a2a586998bf8213f1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/668f91a6ae16ed85a2a586998bf8213f1.jpg","밥 1공기 , 노랑파프리카 30g , 빨강파프리카 30g , 실파 5개 , 참치 185g , 진간장 1숟가락 , 굴소스 2숟가락 , 깨소금 , 참기름 , 후추 약간 , 계란 50g ,  볶음밥 1/2공기 , 계란 3개 , 소금 , 깨소금 , 식용유 약간"," 1 1. 자투리채소볶음밥 자투리 채소는 곱게 다져 준비하고 계란도 부쳐둔다.                     , 2 식용유를 두르고 채소, 참치, 소금을 넣고 볶아준다.  채소를 한쪽으로 밀고, 간장과 굴 소스로 불향을 내준다.                           , 3 밥, 깨소금, 참기름을 넣고 볶아준 후 그릇에 꾹꾹 눌러 담아 접시에 담아준다. 통깨를 뿌려 완성한다.                           , 4 2. 밥계란말이 계란은 소금을 넣고 풀어준 후 볶음밥과 함께 준비한다.                     , 5 프라이팬에 식용유를 두르고 종이타월로 닦아낸 후 계란을 1/3만 부어준다. 약불에서 계란이 반쯤 익으면 볶아둔 밥을 올려준다.                     , 6 계란 물을 두 번 더 뭇고 돌돌 말아 완성한다.  김발에 싸서 모양을 잡아준 후 먹기 좋은 크기로 잘라 깨소금을 뿌린 후 접시에 담아낸다.                                ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1201","불고기덮밥","1","기타","","119236.00","728.00","107.80","26.40","21.20","1011.43","","https://recipe1.ezmember.co.kr/cache/recipe/2016/03/26/6ec99daf1bbbfd94e6e3c08807f4251e1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2016/03/26/6ec99daf1bbbfd94e6e3c08807f4251e1.jpg","차돌박이 2000g , 양파 120g , 양념 : 굴소스 8T , 간장 8T , 설탕 8T , 마늘 1T , 매실 4T , 맛술 약간"," 1 차돌박이는 쌀뜸물에 소주조금를 넣고 30분정도 담가둔후 헹궈내고 물기를 짭니다, 2 양파를 얇게 썰어놓습니다, 3 양념장을 만듭니다, 4 양념장에 고기와 양파를 넣고 버무립니다  잘 재워진 고기는 냉장숙성을 하루정도 합니다, 5 팬에 고기를 볶습니다, 6 밥위에 불고기를 올려줍니다  계란후라이는 기호에 따라 합니다 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1202","비빔밥","3","기타","","714.50","637.00","84.80","30.90","19.40","1041.85","","https://recipe1.ezmember.co.kr/cache/recipe/2015/05/19/bd2131aae4b791972955294b6ba844b71.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/05/19/bd2131aae4b791972955294b6ba844b71.jpg","밥 1인분 , 오징어 70g , 열무김치 30g , 백김치 30g , 애호박 1/4개 , 당근 1/3개 , 달걀 50g , 들기름 10g , 식용유 10g , 오징어불고기양념 : 간장 10g , 꿀 0.5g , 참기름 10g , 후추 1/30g , 깨 10g , 다진마늘 0.5g , 고추장양념 : 고추장 10g , 간장 0.5g , 매실청 0.5g , 참기름 10g , 오징어다리 , 다진마늘 10g , 물 10g"," 1 필요한 재료를 준비해주세요!, 2 애호박은 껍질부분을 돌려깍아 사용할건데요, 푸릇푸릇한 속부분도 같이 돌려깍아 주세요~ 곱게 채썰어 보겠습니다. 0.4cm정도의 두께로 맞춰서 채썰어 보겠습니다. 3 당근의 겉 껍질은 필러로 제거 해 주시고 애호박과 마찬가지로 채썰어서 준비하겠습니다. 4 아삭함과 개운한 식감을 더해 줄 백김치도 채썰어서 준비해 보겠습니다. 5 몸통부분은 0.5cm간격으로 채 썰어주시고, 다리부분은 1cm간격으로 다지듯 썰어주세요. 6 달걀은 흰자와 노른자 부분 분리 해 주시고, 곱게 섞어서 준비해 둘게요. 7 곱게 채 썰어 두었던 오징어에 불고기 양념을 해 보겠습니다. 8 약불에서 2분간 예열한 팬에 지단을 부쳐 준비해주세요. 9 애호박 - 당근 - 백김치 - 오징어불고기 위 순서대로 볶아 한김 식혀 준비해주세요. 10 다지듯 썰어두었던 오징어 다릿살을 식용유 살짝 두른 팬에 먼저 볶으시다가, 재료를 넣고 자글자글 한번 끓여주세요. 11 고명이 준비되었습니다!, 12 먼저 밥을 깔아주시고, 그위에 보기좋게 재료를 얹어 고추장을 가운데 적당량 얹어주시면 비빔밥 만들기 끝입니다! ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1203","새우볶음밥","3","볶기","","6249.00","635.00","84.50","23.30","22.70","538.64","","https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/87d951e796acbb0bcc57648e50875b591.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2017/05/20/87d951e796acbb0bcc57648e50875b591.jpg","새우 300g, 밀가루 15g, 계란 50g, 빵가루 45g, 식용유 400g, 토마토파스타소스 60g"," 1 먼저 준비한 새우볶음밥 1인분을 전자레인지용 그릇에 담아 랩을 씌어준 다음, 구멍을 몇 군데 뚫어 중에서 3분 30초 정도 돌려 데워주세요.밥이 차가우면 모양이 잘 잡아지지 않아요. 2 전자레인지에 돌린 볶음밥을 한 입에 먹기 좋은 크기로 동글동글하게 만들어주세요. 3 동글동글한 밥을 밀가루를 골고루 입혀준 다음,, 4 한 번더 모양을 동글게 잡아주면, 밥알에 밀가루가 배어 겉표면이 더 반지르르 해지고, 밥알이 부서지지 않아 모양이 잘 고정돼요. 5 여기에 계란물 → 빵가루를 입혀주면 튀길 준비 끝. 6 200도로 예열한 기름에 빵가루를 입힌 볶음밥을 넣어 중불에서 노릇노릇하게 튀겨주세요.이미 속까지 다 익었으니깐 겉면만 노릇노릇하게 익혀주면 된답니다. 7 다 튀긴 고로케를 키친타월에 놓아 기름기만 빼주면 된답니다. 8 아 참, 소스를 까먹으면 안 되죠! 소스는 전자레인지 그릇에 담아 랩을 씌어준 다음 1분만 돌려주시면 된답니다.전자레인지소스가 튀기기 때문에 꼭 랩을 씌어주세요!!! ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1204","소머리국밥","1","끓이기","","24.00","239.00","27.00","15.80","7.50","1392.24","","https://recipe1.ezmember.co.kr/cache/recipe/2021/02/01/9daffb3288360dfdb4bb58ec704209681.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2021/02/01/9daffb3288360dfdb4bb58ec704209681.jpg","소머리 200g , 쌀뜨물 , 파뿌리 185g , 소주 185g , 마늘 80g , 사골육수 , 양념 : 소금 , 파"," 1 소머리는 물에 담궈 핏물을 뺍니다, 2 핏물뺀 고기는 깨끗하게 헹궈 놓습니다, 3 다시망을 만듭니다, 4 쌀뜨물을 끓인후 물이 끓으면 다시망 소머리를 넣습니다, 5 소머리를 기호에 맞게 익힙니다, 6 식인후 썰어줍니다, 7 뚝배기에 끓여냅니다 ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1205","쇠고기김밥","1","기타","","15.00","447.00","64.40","16.20","13.90","666.69","","https://recipe1.ezmember.co.kr/cache/recipe/2016/11/16/86e6a9d0aba9c7d0c2db59f6390059fe1.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2016/11/16/86e6a9d0aba9c7d0c2db59f6390059fe1.jpg","밥 , 김 , 등심 150g, 계란 , 양상추 30g, 깻잎 30g , 단무지(or 양파장아찌) , 당근 , 간장 3큰술 , 설탕 1고추 , 청주 1고추 , 다진마늘 2/3큰술 , 후추 약간"," 1 김밥 속재료는 꼭 이재료가 아니더라도 원하시는 재료로 바꿔 사용하셔도 된답니다. 2 등심은 도톰하면서 길게 썰어서 분량의 양념재료를 모두 넣고 약 30분정도 재워 줍니다. 3 고기를 재우는 사이에 계란을 풀어서 지단을 부쳐 주고, 얇게 채를 썰어 줍니다. 4 깻잎은 한장씩 깨끗이 씻어 물기를 빼주고, 양상추는 씻어서 물기를 뺀 후 잘게 채를 썰어 줍니다. 당근은 채를 썰어 소금 한꼬집을 넣고 볶아 식혀 줍니다. 5 재운 고기는 물기 없이 굽듯이 노릇노릇 볶아 줍니다. 6 양파장아찌는 2등분후 채를 썰어 줍니다. 적양파와 함께 담군 양파장아찌라 색도 곱더라구요. 양파장아찌 대용으로 일반적인 단무지를 사용하셔도 되요. 7 재료 준비를 하고 밥을 버무려 줍니다. 소금약간과 참기름, 통깨를 넣어 골고루 버무려 주세요. 8 김발위에 김을 올리고 끝에서 약 1.5cm 정도를 남기고 밥을 고르게 펴 줍니다. 깻잎을 깔고 준비 된 재료를 모두 올려 둘둘 말아 줍니다. 밥양은 적게 하고 속재료를 푸짐히 올려 말아 보았답니다. 9 등심 넣어 말은 김밥은 빵칼로 썰어주니 더 잘 썰리네요. 적당한 크기로 풀리지 않도록 주의 하시면서 썰어 주세요. 10 먹고 남은 등심 넣어 영양만점으로 만들어 본 쇠고기김밥 이랍니다. 야채와 함께 속재료 푸짐히 넣었더니 식감이 얼마나 좋던지요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1206","쇠고기볶음밥","1","볶기","","6019.00","456.00","56.60","19.70","16.90","560.18","","https://recipe1.ezmember.co.kr/cache/recipe/2015/07/03/3288ae675e63ffaa32cb940606ab7a18.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/07/03/3288ae675e63ffaa32cb940606ab7a18.jpg","소고기안심 100g , 청피망 50g, 홍피망 50g , 당근 30g , 양념 : 간장 1.5큰술 , 다진마늘 1큰술 , 참기름 1큰술 , 설탕 0.5큰술 , 후추"," 1 안심은 적당히 잘라 간장 1.5큰술, 다진마늘 1큰술, 참기름 1큰술, 설탕 0.5큰술, 후추 로 조물조물 양념하고 청피망, 홍피망, 당근도 반줌씩 다져서 준비합니다. 2 팬을 뜨겁게 달궈 센불에서 양념한 쇠고기를 넣어 육즙이 없이 바짝 볶아요. 3 그리고 야채와 밥 2공기, 오일 1큰술 넣어 계속 센불에서 볶아주고, 모자란 간은 소금으로 해주면 완성. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1207","쇠고기주먹밥","1","기타","","4180.00","355.00","69.50","9.50","4.40","713.20","","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/17/bf9d10bdfa9304088af8279509c7aad2.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2015/06/17/bf9d10bdfa9304088af8279509c7aad2.jpg","밥 300g , 다진쇠고기 50g , 완두콩 1/4컵 , 양념 : 간장 1숟갈 , 생강술 1숟갈 , 설탕 1/4숟갈 , 참기름 1/3숟갈 , 다진마늘 약간"," 1 주먹밥에 들어갈 쇠고기를 고기양념에 30분정도 재워줍니다. 2 끓는 물에 소금약간을 넣고 완두콩을 넣어 익혀줍니다. 3 삶은 완두콩은 건져내어 헹구지말고 그대로 식혀주세요. 4 분량의 양념에 재워둔 쇠고기도 달군팬에 재빨리 달달 볶아냅니다. 5 볼에 밥과 볶은 쇠고기, 익힌 완두콩을 모두 넣어주세요. 6 깨소금과 소금으로 간을 해서 섞어줍니다. 7 주먹밥틀에 찍어내거나 손으로 동그랗게 뭉쳐내도 됩니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1208","수수밥","6","끓이기","","720.00","321.00","70.00","6.30","1.80","2.55","","https://recipe1.ezmember.co.kr/cache/recipe/2020/03/04/15e0bceb4c0b780adddc235de55f7a341.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/03/04/15e0bceb4c0b780adddc235de55f7a341.jpg","멥쌀 180g , 찰수수쌀 50g , 밥물집에서잡으시는대로손가락1~2마디."," 1 재료를 2회분량씩 준비합니다.멥쌀1컵(180g), 찰수수쌀 소주컵1컵(50g)씩 곱하기 2, 2 솥밥에 넣을 찰수수쌀 불려줍니다. 반나절이상. 저녁에 불리고 아침밥 하면 됩니다. 3 솥밥에 넣을 멥쌀 30분 불려줍니다. 전기압력솥에 넣을 찰수수쌀 30분 불려줍니다. 전기압력솥에 넣을 멥쌀10분 불려줍니다.전기압력밥솥에 넣을 찰수수쌀 30분~1시간. 눅눅한밥 좋아하심 1시간 꼬들한 밥 좋아하심 30분 불려줍니다. 4 시간되면 망에 건져서 솥밥부터 사진올립니다. 5 솥에 담을땐 찰수수쌀을 밑에 넣습니다. 6 불린멥쌀을 올리고, 7 쌀뜨물로 밥물을 잡아요.멥쌀 불린물로 밥물 잡아요. 8 센불에서 물이 끓으면 약불로 줄이고 약12분 뜸들이기; 초약불로2분 + 불끈채로 3분 더 둡니다. 전과정 뚜껑 꼭 덮어요.솥밥할때 물이 끓어 넘치면 밥맛이 덜해요. 끓어넘치려 하면 뚜껑여닫기 해주세요. 9 뜸이 들면 고슬고슬 밥을 퍼주면 되고요, 10 솥밥으로 한 찰수수밥, 11 전기압력밥솥도 마찬가지로 수수쌀을 밑으로.. 12 전기압력밥솥에 일반취사 눌렀습니다. 이미 많이 불렸기에 잡곡취사 안눌러도 되어요. 13 전기압력밥솥으로 한 찰수수밥. 솥밥보다 좀더 찰기 있이 느껴지죠?, 14 오른쪽이 솥밥. 저는 쫀득한 전기압력밥솥밥이 맛있고요. 아들은 존득한 식감이 싫다해서 솥밥 해줬어요. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1209","알밥","3","끓이기","","4790.00","422.00","52.00","15.60","16.90","1418.08","","https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/22cf4418e9391f4bfa86cea036b361841.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/06/11/22cf4418e9391f4bfa86cea036b361841.jpg","밥 800g, 날치알 300g , 단무지 200g , 맛살 2팩 , 김치 조금 , 김가루 조금 , 들기름 10g"," 1 우선 날치알이예요.. 4인분 만드는거라 작은거 하나 다 사용했답니다. 이건 드실만큼 덜어 드시면 됩니다. 2 채반에 날치알 올려주고 청주나 미림을 뿌려 잡내를 날려주면서 녹혀주세요. 3 잠시 놔두면 이렇게 잘 녹아요~, 4 재료는 단무지와 맛살... 5 모두 잘게 다져줍니다. 단무지는 키친타월에 물기 제거한다음 잘게 다져주고요. 6 맛살도 비닐 벗겨내 잘게 다져줍니다. 7 김치도 먹을양만큼 꺼내 물기 제거한다음 가위로 잘게 잘라줍니다. 8 이로써 재료준비는 다 됐어요. 9 그리고 김가루도 준비합니다. 저는 김 봉지 하나 꺼내 모두 사용할꺼라 그 상태로 바셔주엇네요. 10 뚝배기나 돌솥에 들기름 빙 둘러주고.. 11 밥 1인분양 넣어줍니다. 12 그리고 빙 둘러 모든 재료 올려준 다음 바닥이 눌리게 누룽지를 만들어 주세요. 10~15분 센불에 켜 놓음 잘 눌려집니다. 13 다 된 알밥은 받침을 해서 불에서 뺀다음... 14 김가루를 위에 뿌려주고.. 15 이렇게 골고루 잘 비비면 알밥 완성입니다. ",\N,\N,\N,\N,\N,\N,\N,\N,\N
"1210","영양돌솥밥","3","끓이기","","425.00","643.00","126.20","12.00","10.00","21.94","","https://recipe1.ezmember.co.kr/cache/recipe/2020/09/19/ac2405d0ea61ae0030449cfa9d5a96a61.jpg","https://recipe1.ezmember.co.kr/cache/recipe/2020/09/19/ac2405d0ea61ae0030449cfa9d5a96a61.jpg","참드림쌀 160g , 물 200g , 미역 10g , 당근 20g, 건새우 20g , 들기름5g , 참드림쌀 160g , 다시마&표고버섯우린물 200g , 다시마 1장 , 표고버섯 1~2개 , 홍합 30g "," 1 우리품종 참드림으로 지은 해독과 다이어트에 좋은 미역돌솥밥. *가을 제철 대하를 넣으면 더욱 맛있어요 !, 2 참드림 160g 을 살살 씻어서 30분 불린다. 3 체에 쌀만 받쳐 물기를 빼준다. 4 미역은 5분간 불려서 먹기 좋은 크기로 잘라 들기름 한숟가락 두르고 약한 불에서 2~3분 볶는다. * 들기름으로 미역을 볶으면 미역의 달달한 맛과 특유의 바다향이 잘 어우러진답니다. 5 당근,미역,새우를 올린 후 에 물 200ml를 넣어준다. 6 뚜껑을 덮고 센불에 올려서 끓기 시작하면 *보통(7분 정도) 뚜껑을 연다. 7 밑에서 부터 쌀을 들어 올려 골고루 섞어준 후에 다시 뚜껑을 닫고 약불로 줄여 10분간 더 끓인 후에 불을 끄고 5~7분 정도 뜸을 들인다. 8 바다향기 가득하고 참드림의 구수한 향이 밥맛을 더욱 맛있게 해준다. ""9 천고마비 계절 가을. 별미를 안 먹고 지나치기 아쉬워서 가을 제철 홉합으로 만든 홍합밥. 홍합은 소금물에 살살 흔들어 씻은 후 준비한다."", 10 다시마,건표고버섯을 물에 담궈 불려준다. 11 당근,불린표고버섯,다시마는 먹기 좋은 크기로 썬다. 12 돌솥에 불린쌀 160g, 다시마&표고버섯 우린물 200ml 넣고  뚜껑을 닫고 센불에 올린다. 13 끓기 시작하면 (보통 7분정도) 뚜껑을 열고 쌀을 들어 올려 섞어준다. 14 약불로 줄인 후에 불린 표고버섯,다시마,당근 마지막으로 홍합을 올려 다시 뚜껑을 닫고 10분간 더 끓인다. 15 불을 끄고 5분에서 10분정도 뜸을 들이면 바다향기 가득 담긴 영양만점 홍합밥 완성 !!, 16 깔끔하고 향긋한 참나물소고기 돌솥밥, 17 참나물은 깨끗히 씻어서 끓는 물에 15초간 데친 후에 물기를 살짝 짜내고 국간장 조금,참기름 약간 넣어 조물조물 무친다. 18 참기름 살짝 둘러서 다진소고기 30g을 볶는다. 19 돌솥에 불린쌀 160g, 물 200ml 넣고 뚜껑을 닫고 센불에 올린후 끓기 시작하면 (보통 7분정도) 뚜껑을 열고 쌀을 들어 올려 섞어준다. 20 약불로 줄이고 볶은 다진소고기를 넣어준다. 21 데친 참나물 올리고 뚜껑 덮어서 약불로 10분간 더 끓여준다. 22 5분~10분정도 뜸들이면 향긋한 참나물 소고기 돌솥밥 완성!! ",\N,\N,\N,\N,\N,\N,\N,\N,\N
